object_id,article_id,image_display_template,image_parent_id,image_file,image_object_location,title,publication,tropes,date,publisher_location,author,volume_number,issue_number,pages,permission,monograph_publishers,arhival_holding,archival_location,cost,permission_acknowledgement,permission_statements,acquisitions,document_intro,image_description,transcripts,group_reprint_id,reprint_type,filename,objectid,object_location,format,display_template
EdgefieldAdvertiser1847_Original,EdgefieldAdvertiser1847,compound_object,,EdgefieldAdvertiser1847_DigSur_1.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_1.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,"<hi rend=""bold"">MISCELLANEOUS</hi> A Female Crusoe. Off the coast of Alta California, about two degrees distant, bearing nearly west from Point San Pedro, which is in the latitude of 33 43 N., and longitude 118 14 W., will be found a small island, called by the [Spaniards] St. Nicholas. This island was formerly inhabited by an inoffensive, indolent race of Indians, who subsisted almost entirely upon fish, which they caught from the rocks, and muscles, which they found in the sands of the beach. They were a listless, quiet race of beings, who seldom had communication with others of the human family, and who had but few wants and fewer cares. About the year eighteen hundred and eighteen or twenty, the Russians, from their settlements at the North, landed on this island a party of Kodiac Indians, for the purpose of hunting the sea otter, which at that period, abounded in those waters. This party remained on the island for more than two years, and were the means of sowing the seeds of disease and contention amongst its unsuspecting and unsophisticated inhabitants. Some ten or twelve years after the departure of the Kodiacs, this tribe had become diminished to about twenty or thirty individuals, when the Governor of the department of California sent over a small vessel and removed them to the main. In the last boat which was embarking with the last of this people, (some six or eight perhaps in number,) to convey them to the vessel, which was to carry them from the home of their nativity forever, was one of the tribe, small in statute [stature], not far advanced in years, and his dusky mate, then in the bloom of life. The order had been given to shove from the shore; the oars had dipped in the wave; the boat was rising on the foaming surf, then breaking on the beach with awful roar, when with the impulse of the moment as it were, this young and blooming bride of the red man, the imprint of whose footstep had been the last left on the sands of her island home waved an adieu to her chosen mate, plunged into the abyss, ""strove through the surge,"" and, in another moment, stood alone on the shores of her native land. She turned, to give the last lingering look to her departing help-mate; and then gathering round her form the flowing mantle, wet by the ocean wave in an instant disappeared forever from the sight of her astonished and sorrowing companions. The vessel weighed anchor, spread her canvas; and in forty-eight hours, this remnant of the inhabitants of San Nicholas were landed on Point San Pedro, houseless and forlorn. From that period to the present&#8212;if she be not dead, or has not left within the past eighteen months&#8212;has resided alone, on the Isle of San Nicholas, this female Crusoe, the monarch of all she surveys. She preferred to part even with her chosen mate, and sever every human tie that could be binding, rather than leave the home of her birth&#8212;that lonely little Isle, that had been to her a world, which she cared not to exchange for the abode of civilized [man,] with all its promised luxuries. Since our Crusoe became the sole monarch of the Isle, San Nicholas has been visited perhaps ten or twelve different times, by different individuals; but there she has continued to be found, with none to dispute her right&#8212;alone[,] solitary and forsaken. Her dress, or covering, is composed of the skins of small birds, which she kills with stones, and sews them together with a needle of bone and the light sinews of the hair seal; sometimes found dead amongst the rocks. Her only food is a shell fish, of the muscles species, with now and then a still smaller fish. She never remains long in one spot; but is constantly wandering around the shores of the Island, sleeping, which she seldom does, in small caves and crevices in the rock. During the few last years, it has been very difficult to obtain any communication with her.&#8212;At the approach of the white man she flees, as from an evil spirit: and the only way to detain her is by running her down, as you would the wild goat of the mountain, or the young fawn of the plains. Those who have seen her at the latest period report that she appears to have lost all knowledge of language; that she makes only a wild noise, altogether inhuman; and, when taken and detained against her will, becomes frightened and restless; that the moment she is liberated she darts off, and endeavors to secret herself in the wild grass, or amongst the rocks which hang over the never ceasing surf. Every endeavor has been made, and every inducement offered, by different individuals, to prevail upon her to leave the island, but in vain.&#8212;The only home she appears to desire, is her own little isle. Her last hope, if she has any, is to finish her journey alone. She has no wish now to hear again the sweet music of speech. Its sounds are no longer music to her ear&#8212;and, as for civilized man, his tameness is shocking even to her dormant senses. To all appearance, she is strong, healthy, and content to be alone. What can reconcile her to her lot, who can conjecture? Humanity may hope that contentment may continue to be hers, to the last hour; for she is destined to lie down and die alone, on the cold shore of her isolated home, with no one to administer to her last wants, and none to cover her cold body, when the spirit shall have left the clay. But the story of our Crusoe's chosen mate, the companion of her early life, has yet to be told.&#8212;He saw her for the last time, as we have stated, when she stood alone on the shores of her Isle; when the boat with himself and his companions was dashing thro[u]gh the wild surf, and broke in uninterrupted succession against the rocks which encircled the resting place of his fathers, and which he was then leaving forever. When [With] the remnant of the family from San Nicholas, our hero was landed at [San] Pedro and there left, with the others who had accompanied him, to find a home in the land of strangers. San Pedro, it may be known, is a bleak, barren, bluff point, running out into the blue waters of the Pacific, on which no verdure is to be seen, and but one solitary abode of man, rising amid the desolation which surrounds it. The Pueblo de los Angelos is situated ten leagues distant, with one farm house between the one on the point and those of the town. The mission of San Gabriel lies yet farther on, some three or four leagues, where in that time, might be found, perhaps three or four hundred converted Indians. But our hero as he may be called, never left the beach on which he was first landed. Alone and friendless, there he remained, an isolated being, till life ceased to animate his frame. True it is that several times he was induced to venture as far as the Pueblo, and even the mission of San Gabriel; but he always, as soon as at liberty, returned and resumed his old station on the beach, or peak, or fixed himself on the rocks which hung around the point. And there he might always be seen, a solitary outcast, as it were, and more constantly when the sun was going down, with his eyes gazing on that celestial orb as it sunk [sic] into the western horizon, a direction which he well knew pointed to the lost but never forgotten home of his nativity. With difficulty he sustained the wants of nature by fishing about the rocks gathering muscles, and sometimes receiving a scanty pittance of corn from the house on the point, or a few pence from a passing stranger. He studiously avoided, as far as possible, all intercourse with his fellow men, and sought to live and die in solitude; and so did he continue to live a life which manifestly appeared a burthen to him, till one morning as the sun rose, not two years past, his body was found on the beach a stiffened corpse, stretched out, and bleaching as it were, in the white foam on the surf, which was thrown about his lifeless remains as the mighty wave broke on the shore. It is presumed his death was accidental&#8212;that whilst searching for shell fish in the night, amongst the cliffs, he must have fallen from an eminence, and thus terminated his solitary existence.",TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_1.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_1.png,multiple,compound_object
EdgefieldAdvertiser1847_img1,EdgefieldAdvertiser1847,image,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,EdgefieldAdvertiser1847_DigSur_1.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_1.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_1.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct__img1,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_1.png,image,image
EdgefieldAdvertiser1847_img2,EdgefieldAdvertiser1847,image,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,EdgefieldAdvertiser1847_DigSur_2.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_2.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_2.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct__img2,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_2.png,image,image
EdgefieldAdvertiser1847_img3,EdgefieldAdvertiser1847,image,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,EdgefieldAdvertiser1847_DigSur_3.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_3.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_3.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct__img3,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_3.png,image,image
EdgefieldAdvertiser1847_img4,EdgefieldAdvertiser1847,image,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,EdgefieldAdvertiser1847_DigSur_4.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_4.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_4.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct__img4,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_4.png,image,image
EdgefieldAdvertiser1847_img5,EdgefieldAdvertiser1847,image,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,EdgefieldAdvertiser1847_DigSur_5.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_5.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_5.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct__img5,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_5.png,image,image
EdgefieldAdvertiser1847_img6,EdgefieldAdvertiser1847,image,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,EdgefieldAdvertiser1847_DigSur_6.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_6.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_6.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct__img6,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_6.png,image,image
EdgefieldAdvertiser1847_img7,EdgefieldAdvertiser1847,image,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,EdgefieldAdvertiser1847_DigSur_7.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_7.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_7.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct__img7,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_7.png,image,image
EdgefieldAdvertiser1847_img8,EdgefieldAdvertiser1847,image,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct,EdgefieldAdvertiser1847_DigSur_8.png,objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_8.png,"""A Female Crusoe""",Edgefield (SC) Advertiser,Noble Savage; Lazy Indian; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-02-10,"Edgefield, South Carolina",,12,no. 3,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_8.png,EdgefieldAdvertiser1847__TheBostonAtlas1847_reprint__direct__img8,/objects/EdgefieldAdvertiser1847/EdgefieldAdvertiser1847_DigSur_8.png,image,image
LongIslander1848_Original,LongIslander1848,compound_object,,LongIslander1848_DigSur_1.png,objects/LongIslander1848/LongIslander1848_DigSur_1.png,"""A Female Crusoe""","Long-Islander (Huntington, NY)",Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1848-01-21,"Huntington, New York",,9,no. 24,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,LongIslander1848/LongIslander1848_DigSur_1.png,LongIslander1848__TheBostonAtlas1847_reprint__direct,/objects/LongIslander1848/LongIslander1848_DigSur_1.png,multiple,compound_object
LongIslander1848_img1,LongIslander1848,image,LongIslander1848__TheBostonAtlas1847_reprint__direct,LongIslander1848_DigSur_1.png,objects/LongIslander1848/LongIslander1848_DigSur_1.png,"""A Female Crusoe""","Long-Islander (Huntington, NY)",Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1848-01-21,"Huntington, New York",,9,no. 24,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,LongIslander1848/LongIslander1848_DigSur_1.png,LongIslander1848__TheBostonAtlas1847_reprint__direct__img1,/objects/LongIslander1848/LongIslander1848_DigSur_1.png,image,image
LongIslander1848_img2,LongIslander1848,image,LongIslander1848__TheBostonAtlas1847_reprint__direct,LongIslander1848_DigSur_2.png,objects/LongIslander1848/LongIslander1848_DigSur_2.png,"""A Female Crusoe""","Long-Islander (Huntington, NY)",Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1848-01-21,"Huntington, New York",,9,no. 24,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,LongIslander1848/LongIslander1848_DigSur_2.png,LongIslander1848__TheBostonAtlas1847_reprint__direct__img2,/objects/LongIslander1848/LongIslander1848_DigSur_2.png,image,image
LongIslander1848_img3,LongIslander1848,image,LongIslander1848__TheBostonAtlas1847_reprint__direct,LongIslander1848_DigSur_3.png,objects/LongIslander1848/LongIslander1848_DigSur_3.png,"""A Female Crusoe""","Long-Islander (Huntington, NY)",Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1848-01-21,"Huntington, New York",,9,no. 24,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,LongIslander1848/LongIslander1848_DigSur_3.png,LongIslander1848__TheBostonAtlas1847_reprint__direct__img3,/objects/LongIslander1848/LongIslander1848_DigSur_3.png,image,image
LongIslander1848_img4,LongIslander1848,image,LongIslander1848__TheBostonAtlas1847_reprint__direct,LongIslander1848_DigSur_4.png,objects/LongIslander1848/LongIslander1848_DigSur_4.png,"""A Female Crusoe""","Long-Islander (Huntington, NY)",Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1848-01-21,"Huntington, New York",,9,no. 24,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,LongIslander1848/LongIslander1848_DigSur_4.png,LongIslander1848__TheBostonAtlas1847_reprint__direct__img4,/objects/LongIslander1848/LongIslander1848_DigSur_4.png,image,image
LongIslander1848_img5,LongIslander1848,image,LongIslander1848__TheBostonAtlas1847_reprint__direct,LongIslander1848_DigSur_5.png,objects/LongIslander1848/LongIslander1848_DigSur_5.png,"""A Female Crusoe""","Long-Islander (Huntington, NY)",Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1848-01-21,"Huntington, New York",,9,no. 24,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,LongIslander1848/LongIslander1848_DigSur_5.png,LongIslander1848__TheBostonAtlas1847_reprint__direct__img5,/objects/LongIslander1848/LongIslander1848_DigSur_5.png,image,image
LongIslander1848_img6,LongIslander1848,image,LongIslander1848__TheBostonAtlas1847_reprint__direct,LongIslander1848_DigSur_6.png,objects/LongIslander1848/LongIslander1848_DigSur_6.png,"""A Female Crusoe""","Long-Islander (Huntington, NY)",Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1848-01-21,"Huntington, New York",,9,no. 24,1,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,LongIslander1848/LongIslander1848_DigSur_6.png,LongIslander1848__TheBostonAtlas1847_reprint__direct__img6,/objects/LongIslander1848/LongIslander1848_DigSur_6.png,image,image
NewBedfordMercury1847_Original,NewBedfordMercury1847,compound_object,,NewBedfordMercury1847_DigSur_1.png,objects/NewBedfordMercury1847/NewBedfordMercury1847_DigSur_1.png,"""A Female Crusoe""",New-Bedford (MA) Mercury,Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-01-15,"Bedford, Massachusetts",,40,no. 4,4,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,NewBedfordMercury1847/NewBedfordMercury1847_DigSur_1.png,NewBedfordMercury1847__TheBostonAtlas1847_reprint__direct,/objects/NewBedfordMercury1847/NewBedfordMercury1847_DigSur_1.png,multiple,compound_object
NewBedfordMercury1847_img1,NewBedfordMercury1847,image,NewBedfordMercury1847__TheBostonAtlas1847_reprint__direct,NewBedfordMercury1847_DigSur_1.png,objects/NewBedfordMercury1847/NewBedfordMercury1847_DigSur_1.png,"""A Female Crusoe""",New-Bedford (MA) Mercury,Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-01-15,"Bedford, Massachusetts",,40,no. 4,4,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,NewBedfordMercury1847/NewBedfordMercury1847_DigSur_1.png,NewBedfordMercury1847__TheBostonAtlas1847_reprint__direct__img1,/objects/NewBedfordMercury1847/NewBedfordMercury1847_DigSur_1.png,image,image
NewBedfordMercury1847_img2,NewBedfordMercury1847,image,NewBedfordMercury1847__TheBostonAtlas1847_reprint__direct,NewBedfordMercury1847_DigSur_2.png,objects/NewBedfordMercury1847/NewBedfordMercury1847_DigSur_2.png,"""A Female Crusoe""",New-Bedford (MA) Mercury,Lazy Indian; Noble Savage; Jump Overboard; Indian Queen; Girl Crusoe; Wild Child,1847-01-15,"Bedford, Massachusetts",,40,no. 4,4,Public domain,,,,,,,,,,,TheBostonAtlas1847_reprint,direct,NewBedfordMercury1847/NewBedfordMercury1847_DigSur_2.png,NewBedfordMercury1847__TheBostonAtlas1847_reprint__direct__img2,/objects/NewBedfordMercury1847/NewBedfordMercury1847_DigSur_2.png,image,image
